MES,CODIGOCLIENTE,DISTRITO,EDAD,DEPARTAMENTO,FLG_CELULAR,FLG_EMAIL,FLG_PROCEDENCIA,FLG_TELEFONO,RNG_EDAD,RNG_INGRESO_BRUTO,PROVINCIA,PROFESION,SEXO,SITUACION_LABORAL
201708,IBK_CODUNICO00027758754,SANTIAGO DE SURCO,24,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201711,IBK_CODUNICO00022493649,SAN BORJA,46,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201705,IBK_CODUNICO00028441958,SAN BORJA,50,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,10000 - 14999,LIMA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00028090667,ATE,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,ABOGADO,M,INDEPENDIENTE
201702,IBK_CODUNICO00024217550,TUMAN,71,LAMBAYEQUE,0,0,PROVINCIA,0,66 - 72,1200 - 3999,CHICLAYO,,F,DEPENDIENTE
201710,IBK_CODUNICO00029153633,SAN MARTIN DE PORRES,31,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201702,IBK_CODUNICO00026520020,CUSCO,38,CUSCO,1,0,PROVINCIA,0,28 - 45,1200 - 3999,CUSCO,,M,DEPENDIENTE
201702,IBK_CODUNICO00028830879,ATE,24,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201711,IBK_CODUNICO00027675664,SAN JUAN DE MIRAFLORES,52,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201705,IBK_CODUNICO00029224401,SAN JUAN DE LURIGANCHO,36,LIMA,1,0,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00028162532,MIRAFLORES,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,FOTOGRAFO Y OPERADORES CAMAROGRAFOS,F,INDEPENDIENTE
201705,IBK_CODUNICO00026745019,HUARAL,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,HUARAL,,F,INDEPENDIENTE
201703,IBK_CODUNICO00029172378,ANCON,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00026640947,LA ESPERANZA,46,LA LIBERTAD,1,0,PROVINCIA,0,46 - 65,1200 - 3999,TRUJILLO,,F,INDEPENDIENTE
201712,IBK_CODUNICO00022081078,SAN MARTIN DE PORRES,41,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,INGENIERO,M,DEPENDIENTE
201705,IBK_CODUNICO00029380554,COMAS,68,LIMA,0,1,LIMA Y CALLAO,1,66 - 72,4000 - 9999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00028901507,SANTIAGO DE SURCO,42,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00028380312,SAN JUAN DE LURIGANCHO,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,,DEPENDIENTE
201710,IBK_CODUNICO00027942923,YANACANCHA,37,PASCO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,PASCO,,M,DEPENDIENTE
201707,IBK_CODUNICO00027114804,SANTIAGO DE SURCO,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00024105549,LA MOLINA,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201710,IBK_CODUNICO00023871291,EL TAMBO,50,JUNÍN,0,1,PROVINCIA,0,46 - 65,1200 - 3999,HUANCAYO,,M,DEPENDIENTE
201709,IBK_CODUNICO00029232270,BELLAVISTA,22,CALLAO,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,PROV. CONST. DEL CALLAO,,F,INDEPENDIENTE
201705,IBK_CODUNICO00021989574,MAGDALENA DEL MAR,31,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201706,IBK_CODUNICO00028093310,CHANCAY,37,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,HUARAL,,M,DEPENDIENTE
201703,IBK_CODUNICO00024698884,SAN MARTIN DE PORRES,57,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00029370893,ALTO SELVA ALEGRE,60,AREQUIPA,0,1,PROVINCIA,0,46 - 65,4000 - 9999,AREQUIPA,,M,DEPENDIENTE
201708,IBK_CODUNICO00028405661,ASCOPE,33,LA LIBERTAD,1,1,PROVINCIA,1,28 - 45,1200 - 3999,ASCOPE,,M,DEPENDIENTE
201712,IBK_CODUNICO00029217018,LA VICTORIA,25,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,4000 - 9999,LIMA,,F,INDEPENDIENTE
201706,IBK_CODUNICO00013934638,CRISTO NOS VALGA,50,PIURA,0,1,PROVINCIA,1,46 - 65,10000 - 14999,SECHURA,,M,DEPENDIENTE
201706,IBK_CODUNICO00028766710,TACNA,41,TACNA,1,1,PROVINCIA,1,28 - 45,De 15000 a más,TACNA,,M,INDEPENDIENTE
201701,IBK_CODUNICO00019499959,TRUJILLO,35,LA LIBERTAD,1,0,PROVINCIA,0,28 - 45,1200 - 3999,TRUJILLO,,F,INDEPENDIENTE
201707,IBK_CODUNICO00024239519,CARABAYLLO,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201710,IBK_CODUNICO00027464143,VENTANILLA,45,CALLAO,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,PROV. CONST. DEL CALLAO,TECNOLOGOS MEDICOS,M,INDEPENDIENTE
201708,IBK_CODUNICO00025071515,ATE,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201705,IBK_CODUNICO00015266185,SAN SEBASTIAN,33,CUSCO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,CUSCO,,F,INDEPENDIENTE
201703,IBK_CODUNICO00027832867,LA PERLA,39,CALLAO,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,PROV. CONST. DEL CALLAO,,F,INDEPENDIENTE
201706,IBK_CODUNICO00028838388,LIMA,26,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201702,IBK_CODUNICO00025814818,SAN MARTIN DE PORRES,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201711,IBK_CODUNICO00028017880,LA MOLINA,39,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,De 15000 a más,LIMA,CONTADOR,F,DEPENDIENTE
201711,IBK_CODUNICO00026279812,ATE,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00022716300,SAN MIGUEL,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,INGENIERO,M,DEPENDIENTE
201712,IBK_CODUNICO00026023537,MIRAFLORES,29,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201704,IBK_CODUNICO00028434796,SAN MIGUEL,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201707,IBK_CODUNICO00028178441,SAN ISIDRO,52,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,,M,INDEPENDIENTE
201703,IBK_CODUNICO00028478652,LURIN,26,LIMA,1,0,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201704,IBK_CODUNICO00022585533,PUNTA NEGRA,44,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00028205230,LA MOLINA,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201712,IBK_CODUNICO00016727348,CHACLACAYO,47,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201709,IBK_CODUNICO00026157479,RIMAC,26,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201701,IBK_CODUNICO00028798300,SANTIAGO DE SURCO,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201701,IBK_CODUNICO00027911714,BELLAVISTA,53,CALLAO,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,PROV. CONST. DEL CALLAO,,F,DEPENDIENTE
201712,IBK_CODUNICO00027245235,LA VICTORIA,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201710,IBK_CODUNICO00029139124,MIRAFLORES,41,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201704,IBK_CODUNICO00026722168,SAN MIGUEL,56,LIMA,0,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,INDEPENDIENTE
201703,IBK_CODUNICO00029386391,MOQUEGUA,26,MOQUEGUA,1,1,PROVINCIA,0,18 - 27,1200 - 3999,MARISCAL NIETO,,F,DEPENDIENTE
201705,IBK_CODUNICO00028772423,EL AGUSTINO,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00027010039,CORRALES,24,TUMBES,1,1,PROVINCIA,0,18 - 27,1200 - 3999,TUMBES,,F,DEPENDIENTE
201710,IBK_CODUNICO00025648890,AYACUCHO,44,AYACUCHO,1,1,PROVINCIA,0,28 - 45,1200 - 3999,HUAMANGA,INGENIERO,M,INDEPENDIENTE
201708,IBK_CODUNICO00023554745,JESUS MARIA,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,DEPENDIENTE
201709,IBK_CODUNICO00028910524,CAJAMARCA,37,CAJAMARCA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,CAJAMARCA,,F,DEPENDIENTE
201711,IBK_CODUNICO00022885332,LOS OLIVOS,49,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,ANALISTAS DE SISTEMA Y COMPUTO,M,DEPENDIENTE
201701,IBK_CODUNICO00023611576,HUANCAYO,70,JUNÍN,1,1,PROVINCIA,1,66 - 72,4000 - 9999,HUANCAYO,INGENIERO,M,INDEPENDIENTE
201703,IBK_CODUNICO00016986924,LIMA,24,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00028535666,JESUS MARIA,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201706,IBK_CODUNICO00027794424,LA MOLINA,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,DECORADOR,M,DEPENDIENTE
201705,IBK_CODUNICO00027382053,CHICLAYO,29,LAMBAYEQUE,1,1,PROVINCIA,1,28 - 45,1200 - 3999,CHICLAYO,,M,DEPENDIENTE
201701,IBK_CODUNICO00014225811,CALLERIA,40,UCAYALI,1,0,PROVINCIA,0,28 - 45,1200 - 3999,CORONEL PORTILLO,,F,DEPENDIENTE
201712,IBK_CODUNICO00028427404,SAN JUAN DE LURIGANCHO,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201704,IBK_CODUNICO00027810816,SAN JUAN DE LURIGANCHO,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201705,IBK_CODUNICO00022204141,PUEBLO LIBRE,28,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,F,DEPENDIENTE
201704,IBK_CODUNICO00028053873,CHAUPIMARCA,29,PASCO,1,1,PROVINCIA,1,28 - 45,4000 - 9999,PASCO,,F,INDEPENDIENTE
201701,IBK_CODUNICO00029104946,CHIMBOTE,53,ANCASH,1,1,PROVINCIA,1,46 - 65,1200 - 3999,SANTA,,M,DEPENDIENTE
201706,IBK_CODUNICO00027167359,SAN JUAN DE MIRAFLORES,28,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201710,IBK_CODUNICO00028190328,LA MOLINA,27,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201712,IBK_CODUNICO00029389061,MIRAFLORES,41,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,INGENIERO,M,DEPENDIENTE
201704,IBK_CODUNICO00026186780,VILLA MARIA DEL TRIUNFO,40,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201710,IBK_CODUNICO00028773835,ICA,31,ICA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,ICA,,M,DEPENDIENTE
201701,IBK_CODUNICO00028334813,PAITA,38,PIURA,1,1,PROVINCIA,1,28 - 45,4000 - 9999,PAITA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00025814359,JOSE LEONARDO ORTIZ,40,LAMBAYEQUE,1,1,PROVINCIA,0,28 - 45,4000 - 9999,CHICLAYO,PROFESOR,F,INDEPENDIENTE
201704,IBK_CODUNICO00026739201,SAN ISIDRO,50,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,DEPENDIENTE
201710,IBK_CODUNICO00026869191,JOSE LEONARDO ORTIZ,29,LAMBAYEQUE,1,1,PROVINCIA,0,28 - 45,4000 - 9999,CHICLAYO,,F,DEPENDIENTE
201708,IBK_CODUNICO00026926605,PUEBLO LIBRE,51,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,INDEPENDIENTE
201708,IBK_CODUNICO00024506648,ILO,71,MOQUEGUA,1,1,PROVINCIA,1,66 - 72,1200 - 3999,ILO,,F,INDEPENDIENTE
201708,IBK_CODUNICO00027677937,SAN JUAN DE LURIGANCHO,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201707,IBK_CODUNICO00027728337,TRUJILLO,25,LA LIBERTAD,1,1,PROVINCIA,1,18 - 27,1200 - 3999,TRUJILLO,,F,INDEPENDIENTE
201706,IBK_CODUNICO00025688769,SURQUILLO,34,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201701,IBK_CODUNICO00024162577,INDEPENDENCIA,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201708,IBK_CODUNICO00019757975,SAN MARTIN DE PORRES,52,LIMA,1,1,LIMA Y CALLAO,0,46 - 65,4000 - 9999,LIMA,MEDICO Y CIRUJANO,F,DEPENDIENTE
201706,IBK_CODUNICO00029416675,CHORRILLOS,27,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00025514824,PISCO,59,ICA,1,0,PROVINCIA,0,46 - 65,1200 - 3999,PISCO,,M,INDEPENDIENTE
201702,IBK_CODUNICO00025973119,SANTIAGO DE SURCO,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201711,IBK_CODUNICO00026137157,LA MOLINA,31,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,INDEPENDIENTE
201703,IBK_CODUNICO00028385322,SAN MIGUEL,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00028051972,LAREDO,31,LA LIBERTAD,1,1,PROVINCIA,0,28 - 45,850 - 1199,TRUJILLO,,M,DEPENDIENTE
201708,IBK_CODUNICO00028558401,LA ESPERANZA,29,LA LIBERTAD,1,0,PROVINCIA,1,28 - 45,1200 - 3999,TRUJILLO,,M,DEPENDIENTE
201706,IBK_CODUNICO00029271991,BELLAVISTA,37,CALLAO,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,PROV. CONST. DEL CALLAO,ADMINISTRADOR DE EMPRESAS,M,INDEPENDIENTE
201702,IBK_CODUNICO00029390959,PUENTE PIEDRA,38,LIMA,1,0,LIMA Y CALLAO,0,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201712,IBK_CODUNICO00026286376,SAN ISIDRO,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,F,INDEPENDIENTE
201710,IBK_CODUNICO00028786992,LINCE,52,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,DEPENDIENTE
201705,IBK_CODUNICO0003182833,TACNA,29,TACNA,1,1,PROVINCIA,0,28 - 45,1200 - 3999,TACNA,,M,DEPENDIENTE
201704,IBK_CODUNICO00022710392,LA MOLINA,26,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,4000 - 9999,LIMA,,M,DEPENDIENTE
201707,IBK_CODUNICO00021087475,SAN ISIDRO,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,ECONOMISTA,M,DEPENDIENTE
201704,IBK_CODUNICO00028938599,SURQUILLO,37,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,10000 - 14999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00021571010,SANTA ANITA,36,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00029005156,PAUCARPATA,38,AREQUIPA,0,1,PROVINCIA,0,28 - 45,1200 - 3999,AREQUIPA,,M,DEPENDIENTE
201712,IBK_CODUNICO00025791371,CAJAMARCA,30,CAJAMARCA,1,0,PROVINCIA,1,28 - 45,1200 - 3999,CAJAMARCA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00028007113,SAN SEBASTIAN,26,CUSCO,1,1,PROVINCIA,0,18 - 27,1200 - 3999,CUSCO,,M,INDEPENDIENTE
201710,IBK_CODUNICO00029020829,SAN BORJA,50,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,10000 - 14999,LIMA,CONTADOR,F,INDEPENDIENTE
201711,IBK_CODUNICO00023563186,SANTIAGO DE SURCO,39,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00028111881,SANTIAGO DE SURCO,40,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,De 15000 a más,LIMA,INTERPRETE,F,DEPENDIENTE
201702,IBK_CODUNICO00020876390,MIRAFLORES,44,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,PROFESOR,F,INDEPENDIENTE
201704,IBK_CODUNICO00026929859,SAN BORJA,64,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,De 15000 a más,LIMA,,F,INDEPENDIENTE
201703,IBK_CODUNICO00025349190,BARRANCO,60,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,PROFESOR,M,DEPENDIENTE
201701,IBK_CODUNICO00020189308,SAN BORJA,38,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,INGENIERO,M,INDEPENDIENTE
201706,IBK_CODUNICO00028092185,PAITA,50,PIURA,1,0,PROVINCIA,1,46 - 65,1200 - 3999,PAITA,,F,DEPENDIENTE
201704,IBK_CODUNICO00024054917,TRUJILLO,27,LA LIBERTAD,1,1,PROVINCIA,0,18 - 27,1200 - 3999,TRUJILLO,,F,DEPENDIENTE
201712,IBK_CODUNICO00025247173,HUAMANCACA CHICO,35,JUNÍN,1,1,PROVINCIA,1,28 - 45,4000 - 9999,CHUPACA,,F,DEPENDIENTE
201706,IBK_CODUNICO00020494444,CARABAYLLO,26,LIMA,1,0,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201704,IBK_CODUNICO00028962111,MAGDALENA DEL MAR,33,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,De 15000 a más,LIMA,,F,DEPENDIENTE
201712,IBK_CODUNICO00026911057,SAN BORJA,31,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00028777550,JESUS MARIA,49,LIMA,0,0,LIMA Y CALLAO,1,46 - 65,10000 - 14999,LIMA,ECONOMISTA,F,INDEPENDIENTE
201706,IBK_CODUNICO00029073899,SAN MARTIN DE PORRES,26,LIMA,1,1,LIMA Y CALLAO,0,18 - 27,4000 - 9999,LIMA,,M,INDEPENDIENTE
201712,IBK_CODUNICO00029008120,MIRAFLORES,38,LIMA,0,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201706,IBK_CODUNICO00028961513,SAN JUAN DE LURIGANCHO,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,MEDICO Y CIRUJANO,M,INDEPENDIENTE
201705,IBK_CODUNICO00026132860,PUENTE PIEDRA,30,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,F,DEPENDIENTE
201711,IBK_CODUNICO00028003032,BELLAVISTA,62,CALLAO,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,PROV. CONST. DEL CALLAO,CONTADOR,M,INDEPENDIENTE
201706,IBK_CODUNICO00026444390,NEPEÑA,40,ANCASH,1,1,PROVINCIA,0,28 - 45,1200 - 3999,SANTA,,M,DEPENDIENTE
201702,IBK_CODUNICO00028675414,VILLA MARIA DEL TRIUNFO,61,LIMA,1,0,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,M,DEPENDIENTE
201701,IBK_CODUNICO00027748250,CALLAO,59,CALLAO,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,PROV. CONST. DEL CALLAO,,F,INDEPENDIENTE
201705,IBK_CODUNICO00023464788,CALLERIA,49,UCAYALI,1,1,PROVINCIA,1,46 - 65,1200 - 3999,CORONEL PORTILLO,PROFESOR,F,INDEPENDIENTE
201706,IBK_CODUNICO00028290986,IQUITOS,71,LORETO,1,1,PROVINCIA,1,66 - 72,850 - 1199,MAYNAS,,M,DEPENDIENTE
201705,IBK_CODUNICO00028309445,SANTIAGO,38,ICA,0,0,PROVINCIA,0,28 - 45,1200 - 3999,ICA,,F,DEPENDIENTE
201704,IBK_CODUNICO00024505593,TACNA,39,TACNA,0,1,PROVINCIA,1,28 - 45,1200 - 3999,TACNA,,F,INDEPENDIENTE
201711,IBK_CODUNICO00020456985,PISCO,32,ICA,1,1,PROVINCIA,1,28 - 45,1200 - 3999,PISCO,,M,DEPENDIENTE
201703,IBK_CODUNICO00019054915,LIMA,50,LIMA,1,0,LIMA Y CALLAO,0,46 - 65,1200 - 3999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00026826772,SAN JUAN DE MIRAFLORES,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00022734736,MAGDALENA DEL MAR,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,CONTADOR,M,DEPENDIENTE
201702,IBK_CODUNICO00022013630,TRUJILLO,47,LA LIBERTAD,1,1,PROVINCIA,1,46 - 65,1200 - 3999,TRUJILLO,CONTADOR,M,INDEPENDIENTE
201709,IBK_CODUNICO00025204702,PIURA,53,PIURA,1,1,PROVINCIA,1,46 - 65,1200 - 3999,PIURA,,F,DEPENDIENTE
201701,IBK_CODUNICO00029134549,PUEBLO LIBRE,24,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,M,DEPENDIENTE
201704,IBK_CODUNICO00027932453,LINCE,57,LIMA,1,0,LIMA Y CALLAO,0,46 - 65,1200 - 3999,LIMA,,M,DEPENDIENTE
201708,IBK_CODUNICO00028622199,SAN JUAN DE LURIGANCHO,39,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201703,IBK_CODUNICO00029232254,LINCE,55,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,DEPENDIENTE
201702,IBK_CODUNICO00028482022,SURQUILLO,38,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,ENFERMERO,F,DEPENDIENTE
201708,IBK_CODUNICO00018961257,SAN JUAN DE LURIGANCHO,46,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,,F,DEPENDIENTE
201707,IBK_CODUNICO00023600819,SAN BORJA,25,LIMA,1,1,LIMA Y CALLAO,1,18 - 27,1200 - 3999,LIMA,,F,INDEPENDIENTE
201710,IBK_CODUNICO00027583236,ATE,34,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,DECORADOR,M,DEPENDIENTE
201704,IBK_CODUNICO00026038149,LOS OLIVOS,35,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,4000 - 9999,LIMA,,M,DEPENDIENTE
201711,IBK_CODUNICO00028822393,LINCE,56,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,LIMA,CONTADOR,F,INDEPENDIENTE
201702,IBK_CODUNICO00029022443,HUACHO,46,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,1200 - 3999,HUAURA,,M,INDEPENDIENTE
201712,IBK_CODUNICO00027050171,ICA,48,ICA,1,1,PROVINCIA,1,46 - 65,4000 - 9999,ICA,,F,INDEPENDIENTE
201702,IBK_CODUNICO00024616793,SANTA ANITA,32,LIMA,1,1,LIMA Y CALLAO,0,28 - 45,4000 - 9999,LIMA,,M,INDEPENDIENTE
201704,IBK_CODUNICO00027936291,SANTIAGO DE SURCO,51,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,F,INDEPENDIENTE
201701,IBK_CODUNICO00025802833,LURIGANCHO,32,LIMA,1,1,LIMA Y CALLAO,1,28 - 45,1200 - 3999,LIMA,,M,INDEPENDIENTE
201702,IBK_CODUNICO00026114925,INDEPENDENCIA,60,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,,M,INDEPENDIENTE
201711,IBK_CODUNICO00028421736,PUEBLO LIBRE,46,LIMA,1,1,LIMA Y CALLAO,1,46 - 65,4000 - 9999,LIMA,INGENIERO,F,DEPENDIENTE
201703,IBK_CODUNICO00026661700,MAGDALENA DEL MAR,25,LIMA,1,0,LIMA Y CALLAO,0,18 - 27,1200 - 3999,LIMA,,M,INDEPENDIENTE
