MES,CODIGOCLIENTE,BANCARIZADO,SEGMENTO_CANAL,SEGMENTO_CAPTACIONES,TIPO_VINCULACION
201712,IBK_CODUNICO00023475431,S,Agente,08.RETIRO,02.ACTIVOS
201703,IBK_CODUNICO00027932566,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201708,IBK_CODUNICO00015477232,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201702,IBK_CODUNICO00028838796,S,Light user,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00023920996,N,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201707,IBK_CODUNICO00025168682,S,Digital,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00023089474,S,Tradicional,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00025980163,S,ATM,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00021460360,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00018701382,S,Digital,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00028374182,S,Light user,07.ANSIOSO,02.ACTIVOS
201704,IBK_CODUNICO00028387832,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00019263476,S,ATM,08.RETIRO,02.ACTIVOS
201708,IBK_CODUNICO00028837421,S,ATM,08.RETIRO,02.ACTIVOS
201710,IBK_CODUNICO00028981599,S,Agente,04.AHORRADOR,03.PASIVOS
201704,IBK_CODUNICO00025007201,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00026173417,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00019231088,S,Tradicional,07.ANSIOSO,03.PASIVOS
201704,IBK_CODUNICO00028790636,S,Light user,01.NUEVOS,02.ACTIVOS
201709,IBK_CODUNICO00029029428,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00027863061,S,Digital,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00029080459,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00027019722,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00024416767,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00028297574,S,Light user,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00025911164,S,Tradicional,01.NUEVOS,03.PASIVOS
201705,IBK_CODUNICO00023378227,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00028464164,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00025729561,S,Digital,02.INACTIVOS,02.ACTIVOS
201701,IBK_CODUNICO00027686353,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00026524100,N,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00028647075,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201703,IBK_CODUNICO00028917010,N,ATM,08.RETIRO,03.PASIVOS
201704,IBK_CODUNICO00027380279,N,Sin transacciones,01.NUEVOS,03.PASIVOS
201708,IBK_CODUNICO00027851160,S,Digital,07.ANSIOSO,03.PASIVOS
201702,IBK_CODUNICO00027589929,S,Light user,01.NUEVOS,03.PASIVOS
201706,IBK_CODUNICO00028961232,S,Digital,07.ANSIOSO,03.PASIVOS
201703,IBK_CODUNICO00026782552,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00022649744,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00013769376,S,Light user,Sin segmento,03.PASIVOS
201701,IBK_CODUNICO00018824137,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00022770117,S,Light user,01.NUEVOS,03.PASIVOS
201703,IBK_CODUNICO00029037639,N,Digital,07.ANSIOSO,03.PASIVOS
201702,IBK_CODUNICO00025468806,S,Digital,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00012801052,S,Light user,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00029385153,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00028155100,S,Light user,02.INACTIVOS,03.PASIVOS
201705,IBK_CODUNICO00028521529,S,Light user,01.NUEVOS,02.ACTIVOS
201706,IBK_CODUNICO00025711928,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201703,IBK_CODUNICO00026371422,S,ATM,08.RETIRO,03.PASIVOS
201707,IBK_CODUNICO00026852607,S,Digital,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00019313520,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00028181124,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00026906101,S,Tradicional,01.NUEVOS,03.PASIVOS
201710,IBK_CODUNICO00028736113,S,Tradicional,Sin segmento,02.ACTIVOS
201706,IBK_CODUNICO00022291132,S,Light user,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00029344904,S,ATM,08.RETIRO,03.PASIVOS
201706,IBK_CODUNICO00018440547,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00028038476,S,Light user,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00017545838,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00026124878,S,Digital,07.ANSIOSO,02.ACTIVOS
201706,IBK_CODUNICO00028596050,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00026917630,S,Agente,03.CONSUMIDOR,02.ACTIVOS
201707,IBK_CODUNICO00029039891,S,ATM,08.RETIRO,03.PASIVOS
201703,IBK_CODUNICO00026742400,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00026358763,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00027640648,S,Light user,08.RETIRO,03.PASIVOS
201701,IBK_CODUNICO00026498523,S,Light user,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00028352870,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00029195439,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00027371650,S,Light user,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00027915195,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00027129791,S,Digital,Sin segmento,02.ACTIVOS
201704,IBK_CODUNICO00024811986,S,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201710,IBK_CODUNICO00029157767,S,Digital,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00024435712,S,Digital,03.CONSUMIDOR,03.PASIVOS
201701,IBK_CODUNICO00029117089,S,Digital,07.ANSIOSO,03.PASIVOS
201708,IBK_CODUNICO00028592169,S,Digital,02.INACTIVOS,02.ACTIVOS
201705,IBK_CODUNICO00027925798,S,Light user,02.INACTIVOS,03.PASIVOS
201701,IBK_CODUNICO00028426359,S,ATM,08.RETIRO,02.ACTIVOS
201710,IBK_CODUNICO00028329358,N,Digital,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00028979466,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00028049595,S,Agente,08.RETIRO,03.PASIVOS
201705,IBK_CODUNICO00028261206,S,Digital,08.RETIRO,02.ACTIVOS
201703,IBK_CODUNICO00027225156,S,Agente,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00024747098,S,ATM,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00029170547,S,Tradicional,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00024768075,S,Digital,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00027406880,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201710,IBK_CODUNICO00027843136,S,Sin segmento,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00028205978,S,Digital,08.RETIRO,02.ACTIVOS
201710,IBK_CODUNICO00027881022,N,Tradicional,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00029199638,S,Light user,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00025960695,S,Light user,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00029034075,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00024279918,S,Digital,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00029309816,S,Digital,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00025844116,S,Tradicional,Sin segmento,02.ACTIVOS
201706,IBK_CODUNICO00028237577,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00028706613,S,Digital,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00028886022,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201706,IBK_CODUNICO00026052646,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00027142343,S,Tradicional,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00029403964,S,Digital,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO0008016914,S,Sin transacciones,02.INACTIVOS,02.ACTIVOS
201704,IBK_CODUNICO00027102020,S,Agente,05.TRANSACCIONAL IND,02.ACTIVOS
201706,IBK_CODUNICO00028913243,S,Digital,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00025970401,N,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201701,IBK_CODUNICO00027002917,S,Digital,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00025396564,S,Digital,07.ANSIOSO,02.ACTIVOS
201711,IBK_CODUNICO00025167194,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201705,IBK_CODUNICO00018821124,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201704,IBK_CODUNICO00027568140,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00028774628,S,Tradicional,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00022145271,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201709,IBK_CODUNICO00028379159,S,Light user,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00024258663,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201701,IBK_CODUNICO00025359169,S,Tradicional,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00028756309,S,Digital,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00025139909,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00028575241,S,Tradicional,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00028313781,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00016414873,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00022657660,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201709,IBK_CODUNICO00025016940,S,Tradicional,Sin segmento,02.ACTIVOS
201709,IBK_CODUNICO00025648536,S,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00029041395,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00022739113,S,Digital,07.ANSIOSO,03.PASIVOS
201709,IBK_CODUNICO00028201684,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201707,IBK_CODUNICO00029420427,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00028686411,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00026487002,S,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201709,IBK_CODUNICO00027209889,S,Tradicional,04.AHORRADOR,02.ACTIVOS
201703,IBK_CODUNICO00028232129,N,Tradicional,03.CONSUMIDOR,03.PASIVOS
201711,IBK_CODUNICO00028143833,S,Digital,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00027337561,N,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00022132830,S,Digital,03.CONSUMIDOR,03.PASIVOS
201705,IBK_CODUNICO00026641922,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00027912618,S,Agente,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00027100364,S,Agente,08.RETIRO,03.PASIVOS
201711,IBK_CODUNICO00019633019,S,Digital,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00028917473,S,Digital,01.NUEVOS,03.PASIVOS
201702,IBK_CODUNICO0001610666,S,Light user,Sin segmento,02.ACTIVOS
201706,IBK_CODUNICO00028725347,S,ATM,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00028905868,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00026323983,S,Digital,01.NUEVOS,03.PASIVOS
201702,IBK_CODUNICO00028590832,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO00029076024,S,Digital,03.CONSUMIDOR,03.PASIVOS
201701,IBK_CODUNICO00029083070,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201706,IBK_CODUNICO00027152378,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00026073288,S,Tradicional,02.INACTIVOS,02.ACTIVOS
201707,IBK_CODUNICO00025369565,S,Digital,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00028110234,S,Digital,01.NUEVOS,03.PASIVOS
201712,IBK_CODUNICO00011968554,S,Light user,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO0002733679,N,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201703,IBK_CODUNICO00028341783,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00027891392,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00023546755,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00027575701,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00028102558,S,Digital,01.NUEVOS,03.PASIVOS
201707,IBK_CODUNICO00027091631,S,Agente,02.INACTIVOS,02.ACTIVOS
201701,IBK_CODUNICO00029107116,S,Light user,01.NUEVOS,03.PASIVOS
201711,IBK_CODUNICO00024215646,S,ATM,08.RETIRO,03.PASIVOS
201708,IBK_CODUNICO00028199959,N,Light user,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00027875087,S,Light user,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00020266335,S,Digital,01.NUEVOS,02.ACTIVOS
201707,IBK_CODUNICO00028721102,S,Digital,02.INACTIVOS,02.ACTIVOS
201708,IBK_CODUNICO00027077111,S,Tradicional,01.NUEVOS,02.ACTIVOS
201701,IBK_CODUNICO00029213012,S,Digital,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00029398041,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201710,IBK_CODUNICO00019845742,S,Tradicional,04.AHORRADOR,02.ACTIVOS
201710,IBK_CODUNICO00019453436,S,ATM,08.RETIRO,02.ACTIVOS
201712,IBK_CODUNICO00026865693,S,Digital,07.ANSIOSO,02.ACTIVOS
201708,IBK_CODUNICO00023501061,S,Agente,01.NUEVOS,02.ACTIVOS
201702,IBK_CODUNICO00014209576,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00021386635,S,Tradicional,07.ANSIOSO,03.PASIVOS
201702,IBK_CODUNICO00028887777,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201703,IBK_CODUNICO00025754507,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201709,IBK_CODUNICO00026691349,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00022727917,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201706,IBK_CODUNICO00028019351,S,Sin transacciones,01.NUEVOS,03.PASIVOS
201711,IBK_CODUNICO00023011108,S,Sin segmento,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00028964308,S,Digital,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00028441224,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00025863923,S,Agente,08.RETIRO,03.PASIVOS
201709,IBK_CODUNICO00026773225,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201706,IBK_CODUNICO00022390714,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201706,IBK_CODUNICO00027507883,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201704,IBK_CODUNICO00028089833,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00027981653,S,Digital,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00027746193,S,Digital,Sin segmento,02.ACTIVOS
201708,IBK_CODUNICO00028538076,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201702,IBK_CODUNICO00027126414,S,Light user,01.NUEVOS,03.PASIVOS
201706,IBK_CODUNICO00026066077,S,Digital,07.ANSIOSO,03.PASIVOS
201707,IBK_CODUNICO00029379086,S,Light user,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00027132068,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00017211636,S,Digital,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00023647897,S,Digital,Sin segmento,02.ACTIVOS
201702,IBK_CODUNICO00028547729,S,Light user,01.NUEVOS,03.PASIVOS
201706,IBK_CODUNICO00028267985,S,Digital,07.ANSIOSO,02.ACTIVOS
201709,IBK_CODUNICO00027175069,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201701,IBK_CODUNICO00027744897,S,ATM,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00027480518,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201703,IBK_CODUNICO00018760203,N,Light user,08.RETIRO,03.PASIVOS
201705,IBK_CODUNICO00017229799,S,Agente,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00027000436,S,Digital,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00025777455,N,Digital,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00019503071,S,Tradicional,Sin segmento,02.ACTIVOS
201703,IBK_CODUNICO00024255507,N,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201706,IBK_CODUNICO00022049115,S,Agente,08.RETIRO,03.PASIVOS
201708,IBK_CODUNICO0009901174,S,Light user,04.AHORRADOR,02.ACTIVOS
201709,IBK_CODUNICO00023070198,S,Agente,05.TRANSACCIONAL IND,03.PASIVOS
201702,IBK_CODUNICO00016829432,S,Digital,03.CONSUMIDOR,03.PASIVOS
201712,IBK_CODUNICO00029085989,S,Sin transacciones,02.INACTIVOS,02.ACTIVOS
201707,IBK_CODUNICO00027662007,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201701,IBK_CODUNICO00028757971,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201706,IBK_CODUNICO00019533765,S,Light user,01.NUEVOS,02.ACTIVOS
201708,IBK_CODUNICO00026264565,S,Sin segmento,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00028017944,S,Digital,03.CONSUMIDOR,03.PASIVOS
201708,IBK_CODUNICO00029272291,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201708,IBK_CODUNICO00028501143,S,Light user,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00026710119,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00025808945,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00025014069,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201704,IBK_CODUNICO00028022770,S,Digital,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00026572778,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201705,IBK_CODUNICO00028735170,S,Light user,07.ANSIOSO,03.PASIVOS
201701,IBK_CODUNICO00029137185,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00029318927,S,Sin segmento,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00028746688,S,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201709,IBK_CODUNICO00024776188,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201704,IBK_CODUNICO00028310586,S,Light user,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00027111577,S,Sin segmento,Sin segmento,03.PASIVOS
201705,IBK_CODUNICO00017909433,S,Light user,02.INACTIVOS,02.ACTIVOS
201710,IBK_CODUNICO00026162979,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201703,IBK_CODUNICO00026315671,S,Light user,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00024865848,S,Digital,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00026671242,S,Tradicional,01.NUEVOS,02.ACTIVOS
201710,IBK_CODUNICO00026800754,S,Tradicional,Sin segmento,02.ACTIVOS
201704,IBK_CODUNICO00027559842,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201703,IBK_CODUNICO00028719485,S,Digital,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00024427864,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201712,IBK_CODUNICO00026951946,S,ATM,03.CONSUMIDOR,02.ACTIVOS
201702,IBK_CODUNICO00027505560,S,Digital,Sin segmento,02.ACTIVOS
201701,IBK_CODUNICO00023023927,S,ATM,03.CONSUMIDOR,03.PASIVOS
201710,IBK_CODUNICO00023661540,S,Tradicional,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00016758905,N,Light user,01.NUEVOS,03.PASIVOS
201703,IBK_CODUNICO00019595886,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00028189744,S,ATM,08.RETIRO,03.PASIVOS
201705,IBK_CODUNICO00024674329,S,Digital,07.ANSIOSO,03.PASIVOS
201711,IBK_CODUNICO00027833718,S,Digital,01.NUEVOS,02.ACTIVOS
201705,IBK_CODUNICO00028808599,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201709,IBK_CODUNICO00026934528,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201708,IBK_CODUNICO00029061352,S,ATM,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00020414571,S,Light user,01.NUEVOS,02.ACTIVOS
201704,IBK_CODUNICO00027529152,S,Light user,03.CONSUMIDOR,03.PASIVOS
201707,IBK_CODUNICO00028930601,S,ATM,08.RETIRO,02.ACTIVOS
201710,IBK_CODUNICO00028158457,S,Digital,06.TRANSACCIONAL DEP,03.PASIVOS
201707,IBK_CODUNICO00022538335,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201707,IBK_CODUNICO00020747926,S,Tradicional,01.NUEVOS,02.ACTIVOS
201703,IBK_CODUNICO00027214450,S,Agente,07.ANSIOSO,03.PASIVOS
201709,IBK_CODUNICO00028813419,S,Digital,07.ANSIOSO,02.ACTIVOS
201702,IBK_CODUNICO00027653155,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201711,IBK_CODUNICO00029195471,N,Digital,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00028728645,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201705,IBK_CODUNICO00029392659,S,Light user,02.INACTIVOS,03.PASIVOS
201712,IBK_CODUNICO00029146980,S,ATM,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00021278614,S,Digital,Sin segmento,02.ACTIVOS
201704,IBK_CODUNICO00025056964,S,Light user,07.ANSIOSO,03.PASIVOS
201710,IBK_CODUNICO00027688087,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00029060069,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201702,IBK_CODUNICO00024888584,S,Light user,Sin segmento,02.ACTIVOS
201712,IBK_CODUNICO00027985910,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201712,IBK_CODUNICO00028760370,S,Digital,05.TRANSACCIONAL IND,03.PASIVOS
201702,IBK_CODUNICO00022210525,S,Light user,01.NUEVOS,02.ACTIVOS
201712,IBK_CODUNICO00027925826,S,Digital,Sin segmento,02.ACTIVOS
201707,IBK_CODUNICO00029005421,S,ATM,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00024867198,S,Tradicional,06.TRANSACCIONAL DEP,02.ACTIVOS
201707,IBK_CODUNICO0005920084,S,Digital,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00024572641,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
201706,IBK_CODUNICO00029272921,S,Digital,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00028480653,S,Tradicional,05.TRANSACCIONAL IND,02.ACTIVOS
201705,IBK_CODUNICO00029311634,S,Tradicional,Sin segmento,02.ACTIVOS
201704,IBK_CODUNICO00018235990,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201708,IBK_CODUNICO00025219857,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201711,IBK_CODUNICO00026844978,S,Digital,07.ANSIOSO,02.ACTIVOS
201710,IBK_CODUNICO00023973649,S,Tradicional,07.ANSIOSO,02.ACTIVOS
201704,IBK_CODUNICO00029149060,S,Light user,07.ANSIOSO,03.PASIVOS
201705,IBK_CODUNICO00022957023,S,Digital,06.TRANSACCIONAL DEP,02.ACTIVOS
201708,IBK_CODUNICO00022277081,S,Agente,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00028865846,S,Tradicional,03.CONSUMIDOR,02.ACTIVOS
201706,IBK_CODUNICO00020513187,S,Tradicional,05.TRANSACCIONAL IND,03.PASIVOS
201712,IBK_CODUNICO00022767124,S,Digital,05.TRANSACCIONAL IND,02.ACTIVOS
201707,IBK_CODUNICO00028783421,S,Digital,03.CONSUMIDOR,03.PASIVOS
201704,IBK_CODUNICO00021004320,S,Light user,06.TRANSACCIONAL DEP,02.ACTIVOS
201711,IBK_CODUNICO00025932502,S,Light user,03.CONSUMIDOR,03.PASIVOS
201703,IBK_CODUNICO00028860188,S,Digital,Sin segmento,02.ACTIVOS
201711,IBK_CODUNICO00025595121,N,ATM,03.CONSUMIDOR,03.PASIVOS
201709,IBK_CODUNICO00028387485,S,Tradicional,01.NUEVOS,02.ACTIVOS
201707,IBK_CODUNICO00022301598,S,Agente,07.ANSIOSO,02.ACTIVOS
201705,IBK_CODUNICO00027112775,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201710,IBK_CODUNICO00025911081,N,Light user,06.TRANSACCIONAL DEP,03.PASIVOS
201712,IBK_CODUNICO00027039553,S,Sin transacciones,Sin segmento,02.ACTIVOS
201710,IBK_CODUNICO00025661765,S,Light user,05.TRANSACCIONAL IND,03.PASIVOS
201711,IBK_CODUNICO00023281276,S,Digital,03.CONSUMIDOR,02.ACTIVOS
201705,IBK_CODUNICO00027439262,S,Light user,02.INACTIVOS,03.PASIVOS
201701,IBK_CODUNICO00027893358,S,Agente,06.TRANSACCIONAL DEP,03.PASIVOS
